"Artist_01","Artist_02"
"Rx Papi","The Future Sound of London"
"Katy Perry","Michael Jackson"
"HOP-PAS","Miguel Bosé"
"BoA","El Alfa"
"Vivi Ndaya","WadeLen"
"Marvin Gaye","Tame Impala"
"Ace of Base","Loudah100"
"2Baba","House of Prayers"
"Lola Beltrán","The Jacksons"
"Hop Along","Juls"
"Noisia","Record Hop"
"Cappella","Celia Cruz"
"Dinah Washington","Loudah100"
"Libianca","Z‐Ro"
"KAROL G","SpaceGhostPurrp"
"Armin van Buuren","Eric Clapton"
"Crayon","Viper"
"Migos","Rubén Blades"
"Garry Mapanzure","Hip Hop Kclan"
"Camila Cabello","Maphya"
"Eminem","Money Boy"
"Bad Bunny","Black Sabbath"
"Olamide","Sidney Bechet"
"John Lee Hooker","The Mountain Goats"
"Hop Wilson","Usher"
"Los Tigres del Norte","Oasis"
"Beck","Slipknot"
"Erasure","P!nk"
"Bob Dylan","Hop Out"
"Blaq Major","Janet Jackson"
"Dionne Warwick","Record Hop"
"Miguel Bosé","Z‐Ro"
"Super8 & Tab","Weyinmi"
"Hop","Marillion"
"Dave Matthews Band","John Dahlbäck"
"Ladysmith Black Mambazo","Mory Kanté"
"Ye","lamarcrescendo"
"Hop-Frog","Mauro Picotto"
"Hop Stamina","Hungria Hip-Hop"
"Marshmello","Pérez Prado"
"Above & Beyond","Hop Along"
"Hank Snow","倖田來未"
"José Feliciano","MK"
"Charley Pride","Robb Bank$"
"Above & Beyond","Peter Gabriel"
"Asake","Pixies"
"Arcángel","Scorpions"
"Danny Boy","The E Street Band"
"BLACKPINK","Eros Ramazzotti"
"Kraftwerk","The Isley Brothers"
"Lana Del Rey","Muse"
"Aerosmith","Swishahouse"
"Rush","Viper"
"Jovanotti","Megadeth"
"Big Hop","Julio Iglesias"
"Frank Zappa","Karlheinz Stockhausen"
"Ale Hop","Elton John"
"D Bizzc","H.O.P."
"Danny Boy","Kendrick Lamar"
"Dr kells","Funky DL"
"Céline Dion","The Mountain Goats"
"Red Hot Chili Peppers","WadeLen"
"Mariah Carey","Shania Twain"
"H.E.R.","Linkin Park"
"Wande Coal","川井憲次"
"Ennio Morricone","The Smiths"
"Anitta","Johann Sebastian Bach"
"Peng Majur","Tangerine Dream"
"Hop Hop Hop Crew","Nick Phoenix"
"Elvis Presley","The Supremes"
"The Kinks","鷺巣詩郎"
"Dean Martin","Linkin Park"
"Agathocles","Vivi Ndaya"
"El Alfa","Ricky Martin"
"9ice","Usher"
"Louis Armstrong","Super8 & Tab"
"Carly Simon","The Fall"
"Cypress Hill","Rema"
"CKay","Joe Pass"
"Luis Fonsi","Tryt"
"Naeto C","Sash!"
"Arctic Monkeys","Roy Orbison"
"Cappella","Tom Jones"
"Camila Cabello","Elliott Smith"
"IAM","YoungBoy Never Broke Again"
"Nirvana","Reekado Banks"
"Coldplay","Trip Hop"
"Danny Boy","Nicki Minaj"
"Kate Bush","Waylon Jennings"
"Alex Zurdo","Peter Gabriel"
"Banky W","Kenny Rogers"
"Carl Perkins","John Dahlbäck"
"Tennessee Ernie Ford","The HOP"
"Armin van Buuren","Stray Kids"
"José Feliciano","Whigfield"
"Lost Frequencies","Savant"
"Moon Hop","SZA"
"Paul McCartney","Tina Turner"
"S3RL","The E Street Band"
"David Guetta","Diverje"
"Fally Ipupa","Nicky Jam"
"Deep Purple","José Alfredo Jiménez"
"Nirvana","Paul McCartney"
"Fats Domino","The Smashing Pumpkins"
"Megan Thee Stallion","Shawn Mendes"
"Beastie Boys","Caetano Veloso"
"Marshmello","Nirvana"
"The Fall","Wizkid"
"Kygo","twenty one pilots"
"Justin Bieber","川井憲次"
"Charley Pride","lamarcrescendo"
"Joe Pass","Santana"
"Los Fabulosos Cadillacs","lamarcrescendo"
"Azekel","Lloyd Banks"
"Percy Sledge","SpaceGhostPurrp"
"BAD HOP","Motörhead"
"Future","Mugeez"
"Lass","Whitney Houston"
"Nicki Minaj","Wisin & Yandel"
"Chuck Berry","Dream Theater"
"Cypress Hill","The Rolling Stones"
"Juan Gabriel","Little Richard"
"Above & Beyond","Master KG"
"David Guetta","Farruko"
"KAROL G","Mylène Farmer"
"CKay","Hop Stamina"
"MK","Trébol Clan"
"Britney Spears","Nat King Cole"
"Jim Reeves","The Mountain Goats"
"Hop Trop","WadeLen"
"Neil Young","Saxon"
"Enrique Iglesias","Lynn Anderson"
"Emmylou Harris","Los Fabulosos Cadillacs"
"Noisia","Roy Orbison"
"Kollegah","Rammstein"
"The Beach Boys","Wisin & Yandel"
"Bone Thugs‐n‐Harmony","Wisin & Yandel"
"Slipknot","Ángel & Khriz"
"9ice","Sirch"
"Dua Lipa","Faith No More"
"K.C Nathan","Tiësto"
"HOP CLUB","Merzbow"
"Chief Keef","Dream Theater"
"Johnny Cash","SD The God"
"Billie Eilish","Marco V"
"RXKNephew","The Brighton Beat"
"P!nk","Tekno Miles"
"Céline Dion","Miguelito"
"Lorentz Hop","Rammstein"
"K.C Nathan","Lost Frequencies"
"Trip Hop","Vivi Ndaya"
"House of Prayers","IAM"
"Foo Fighters","Gucci Mane"
"Burna Boy","Lana Del Rey"
"Electric Light Orchestra","Hip-Hop"
"Iron Maiden","The Temptations"
"2Baba","U2"
"Sidney Bechet","deadmau5"
"Maphya","Radiohead"
"Pixies","Timaya"
"Cardi B","Mauro Picotto"
"Hank Snow","Uriah Heep"
"9ice","Dave Matthews Band"
"Jowell & Randy","Taylor Swift"
"Madonna","Various Artists"
"Lil Kesh","かめりあ"
"Chyco Siméon","Nick Phoenix"
"Marvin Gaye","Stray Kids"
"B.B. King","Various Artists"
"Johann Sebastian Bach","deadmau5"
"Def Leppard","Sam Cooke"
"The Chainsmokers","Usher"
"Grateful Dead","Megadeth"
"Aerosmith","Metallica"
"Tego Calderón","Tempo"
"MC Ceja","Tito Puente"
"Pet Shop Boys","Ricky Martin"
"Kygo","Ladysmith Black Mambazo"
"BTS","The Platters"
"Ado","BTS"
"Marco V","Moby"
"G‐Eazy","twenty one pilots"
"かめりあ","川井憲次"
"The Jacksons","Various Artists"
"Calvin Harris","Def Leppard"
"Hank Snow","La Sonora Dinamita"
"James Brown","Yes"
"Alex Zurdo","Wande Coal"
"Don Omar","Heinäsirkka Hop"
"YoungBoy Never Broke Again","鷺巣詩郎"
"Beck","Carpenters"
"Bee Gees","Electric Light Orchestra"
"New Order","Percy Sledge"
"Ado","Money Boy"
"Future","Percy Sledge"
"Beyoncé","IAM"
"Dionne Warwick","Kygo"
"Lightnin’ Hopkins","Miguelito"
"Björk","Iggy Azalea"
"Rx Papi","Swishahouse"
"CKay","Iron Maiden"
"King Promise","The Platters"
"Chet Atkins","Louis Armstrong"
"Genesis","Ze Hop"
"Los Tigres del Norte","QWECi"
"David Guetta","Kenny Rogers"
"Dream Theater","Marco V"
"Dolly Parton","Little Richard"
"Earth, Wind & Fire","Lana Del Rey"
"Ella Fitzgerald","Merzbow"
"Trip Hop","Wisin & Yandel"
"Merle Haggard","R.E.M."
"Los Fabulosos Cadillacs","SEVENTEEN"
"Ale Hop","Imagine Dragons"
"Roy Orbison","Travis Scott"
"Lost Frequencies","Rubén Blades"
"Rx Papi","Specialist"
"Bone Thugs‐n‐Harmony","Lil B"
"Iron Maiden","Kraftwerk"
"Cardi B","Electric Light Orchestra"
"Jimi Hendrix","Lynn Anderson"
"IOSYS","Perry Como"
"Juicy J","Loudah100"
"Miguelito","SEVENTEEN"
"J King & Maximan","Van Morrison"
"HOP-PAS","Kenny Rogers"
"Nicky Jam","Slayer"
"Paul McCartney","SZA"
"David Bowie","かめりあ"
"Funky DL","Loudah100"
"Johann Sebastian Bach","La Sonora Dinamita"
"Megadeth","Roy Orbison"
"ARTY","Arca"
"Mullar Audible TLP","New Order"
"Johann Sebastian Bach","MK"
"Billie Eilish","Tempo"
"Banky W","Pedro Infante"
"Anitta","Chuck Berry"
"Brint★Hop","Trip Hop"
"Diverje","Kanye West"
"BoA","MC Ceja"
"Stonebwoy","Usher"
"B.B. King","BTS"
"Daryl Hall & John Oates","The Brighton Beat"
"Marillion","[unknown]"
"Chris Brown","Sean Paul"
"Sonny Rollins","WadeLen"
"Hop-Frog","Julio Iglesias"
"Enrique Iglesias","twenty one pilots"
"Above & Beyond","Olamide"
"Rema","Ze Hop"
"Faithless","The Jacksons"
"Bee Gees","Pixies"
"Megan Thee Stallion","Trip Hop"
"Hop Along","KISS"
"Whigfield","Zaytoven"
"J. Cole","Wizkid"
"Bad Bunny","Eric Clapton"
"Garry Mapanzure","Praga Khan"
"BoA","Electric Light Orchestra"
"Hop Out","Yemi Alade"
"José Alfredo Jiménez","Zaytoven"
"Cypress Hill","Naeto C"
"Cardi B","Ike & Tina Turner"
"SpaceGhostPurrp","Ye"
"Alicia Keys","Gloria Estefan"
"I-Hop","Ricky Martin"
"Black Sabbath","Jimi Hendrix"
"Louis Armstrong","Uriah Heep"
"Sidney Bechet","Whigfield"
"Charlie Rich","Frank Sinatra"
"Hop-Frog","Nightwish"
"Rx Papi","Underground Hop"
"Marvin Gaye","Nat King Cole"
"Rx Papi","Tiwa Savage"
"J Álvarez","Little Richard"
"Guided by Voices","Prince"
"Avicii","Teni"
"Depeche Mode","Ike & Tina Turner"
"Lil B","Olamide"
"Armin van Buuren","Tennessee Ernie Ford"
"Kate Bush","Marilyn Manson"
"Bob Dylan","Hop Trop"
"Ado","Eminem"
"Reekado Banks","The Mountain Goats"
"N.O.R.E.","The Beatles"
"2Pac","DJ BoBo"
"Electric Light Orchestra","Lorentz Hop"
"Astrud Gilberto","RXKNephew"
"Alex Zurdo","T.I."
"La Sonora Dinamita","Robb Bank$"
"Blaq Major","Future"
"Aretha Franklin","R.E.M."
"Metro Boomin","Tiwa Savage"
"Alicia Keys","Bob Dylan"
"QWECi","Vico C"
"Libianca","Mariah Carey"
"Lapsanova","Usher"
"Nanky","Rage Against the Machine"
"Aretha Franklin","Guided by Voices"
"HOP-PAS","Matt Fax"
"Alice Cooper","Tori Amos"
"Emmylou Harris","The E Street Band"
"Antônio Carlos Jobim","Tiësto"
"Fats Domino","SEVENTEEN"
"CHXPO","KAROL G"
"Carly Simon","Iron Maiden"
"Prince","Sam Cooke"
"2Baba","HOP CLUB"
"Caetano Veloso","HOP-VI"
"CKay","The Future Sound of London"
"Bob Marley & The Wailers","Hop Out"
"Kollegah","La Sonora Dinamita"
"Louis Armstrong","Nicky Jam"
"Nightwish","RXKNephew"
"Marco V","Viper"
"Gloria Estefan","Hip Hop Kclan"
"Aya Nakamura","LUCKI"
"Nick Phoenix","Olamide"
"Lapsanova","Truck Stop"
"House of Prayers","Kraftwerk"
"Carpenters","H.O.P."
"Tems","Van Morrison"
"Da Great","Oasis"
"Johann Sebastian Bach","Sam Cooke"
"Caetano Veloso","Calvin Harris"
"David Bowie","José Feliciano"
"Saxon","The Cure"
"Def Leppard","twenty one pilots"
"Bob Wills and His Texas Playboys","Zion & Lennox"
"Michael Jackson","Peggy Lee"
"BAD HOP","DJ BoBo"
"Gucci Mane","SEVENTEEN"
"Kizz Daniel","Los Tigres del Norte"
"Dinah Washington","Wilco"
"Future","Kingsmart"
"Paul McCartney","Post Malone"
"Carole King","Paulina Rubio"
"Big Hop","Wasteland Hop"
"Faith No More","Los Fabulosos Cadillacs"
"Morrissey","NewJeans"
"9ice","Enrique Iglesias"
"Chief Keef","The Isley Brothers"
"Phats & Small","Tom Jones"
"KO KO FJ","Lil B"
"Bing Crosby","Lola Beltrán"
"Eminem","Hop-Frog"
"Magic Juan","Nine Inch Nails"
"Bob Wills and His Texas Playboys","Charlie Rich"
"Dinah Washington","The Smiths"
"Cappella","Merle Haggard"
"Billie Holiday","Master KG"
"Farruko","Specialist"
"Anitta","Scorpions"
"Louis Armstrong","Sash!"
"Chief Keef","Merle Haggard"
"Tekno Miles","Z‐Ro"
"Elton John","Loudah100"
"Rod Wave","Tame Impala"
"BLACKPINK","Rammstein"
"Sam Cooke","Swishahouse"
"Dionne Warwick","Frank Sinatra"
"Farruko","TWICE"
"Slayer","The Smiths"
"Ennio Morricone","Olamide"
"Cardi B","Johnny Cash"
"Heinäsirkka Hop","Tito “El Bambino”"
"Ale Hop","Julio Iglesias"
"HOP BOX","Led Zeppelin"
"D’Prince","Lil Uzi Vert"
"Kollegah","かめりあ"
"Record Hop","The Platters"
"Beck","Los Fabulosos Cadillacs"
"50 Cent","Billie Eilish"
"Rubén Blades","Wilco"
"Brymo","Mylène Farmer"
"Rocío Jurado","The Weeknd"
"Kendrick Lamar","Trébol Clan"
"BoA","Drake"
"Lapsanova","Sam Cooke"
"Rammstein","Ze Hop"
"Paramore","Sash!"
"Dolly Parton","Thalía"
"Arcángel","H.E.R."
"Carly Simon","Jazz Hop"
"Mo Kogun","Rx Papi"
"Calvin Harris","Master KG"
"Fireboy DML","Imagine Dragons"
"David Bowie","Kacey Musgraves"
"Justin Bieber","Karlheinz Stockhausen"
"Electric Light Orchestra","Slipknot"
"Buckethead","Karlheinz Stockhausen"
"Diverje","Farruko"
"LUCKI","WadeLen"
"Maciré Sylla","Moby"
"Armin van Buuren","Jovanotti"
"Eros Ramazzotti","U2"
"José José","Libianca"
"Nick Phoenix","Nkosazana Daughter"
"Electric Light Orchestra","The Kinks"
"Earth, Wind & Fire","Eric Clapton"
"Yemi Alade","植松伸夫"
"Vivi Ndaya","[unknown]"
"Arctic Monkeys","Merzbow"
"Hop","Mauro Picotto"
"ARTY","Jimi Hendrix"
"Cardi B","Ray Charles"
"Jeezy","Timaya"
"BoA","Johnny Cash"
"Guided by Voices","Peng Majur"
"CHXPO","Michael Jackson"
"Hop Hop Hop Crew","Maluma"
"Bob Dylan","Timaya"
"Eminem","Whitney Houston"
"Dinah Washington","U2"
"Bone Thugs‐n‐Harmony","The Supremes"
"Kingsmart","Morrissey"
"Lorentz Hop","Savant"
"Earth, Wind & Fire","Mauro Picotto"
"Eric Clapton","Paramore"
"Motörhead","Prince"
"Katy Perry","Peter Gabriel"
"G‐Eazy","Janet Jackson"
"Banky W","Pearl Jam"
"Kanika","Truck Stop"
"BAD HOP","Hungria Hip-Hop"
"Iggy Azalea","Z‐Ro"
"Iggy Azalea","Kraftwerk"
"Billie Eilish","Johann Sebastian Bach"
"Brint★Hop","Fryderyk Chopin"
"Diana Ross","Maciré Sylla"
"Beck","Maciré Sylla"
"Matt Fax","Nina Simone"
"Bruce Springsteen","Lorentz Hop"
"Jazz Hop","Sirch"
"The Jacksons","Zedd"
"Matt Fax","Victony"
"Hop Wilson","Jeezy"
"Bob Wills and His Texas Playboys","Nat King Cole"
"Ricky Martin","Viper"
"Charly Lownoise & Mental Theo","Electric Light Orchestra"
"BTS","Post Malone"
"ARTY","Iron Maiden"
"CHXPO","Celia Cruz"
"Sidney Bechet","川井憲次"
"Little Richard","The Jacksons"
"H.E.R.","Maleek Berry"
"Lady Gaga","Lynn Anderson"
"Def Leppard","Lil Durk"
"Neil Young","Rx Papi"
"Duran Duran","Money Boy"
"Celia Cruz","Diverje"
"Hop","Tina Turner"
"Ace of Base","Reekado Banks"
"Fally Ipupa","Ife Alaba"
"Jean‐Michel Jarre","Jerry Lee Lewis"
"Stonebwoy","川井憲次"
"Enrique Iglesias","The Everly Brothers"
"J Balvin","Jeezy"
"Post Malone","Rush"
"Dean Martin","Jessie J"
"Carole King","Mylène Farmer"
"Alex Zurdo","Tame Impala"
"Bobby Bare","Charley Pride"
"BTS","Goose"
"Justin Bieber","Luke Combs"
"Calvin Harris","Tego Calderón"
"Peng Majur","Tame Impala"
"Angélique Kidjo","The Mountain Goats"
"Gloria Estefan","Loudah100"
"George Jones","Hop"
"Celia Cruz","Farruko"
"New Order","Tryt"
"Goose","Tammy Wynette"
"Arca","Vico C"
"Black Sabbath","Nina Simone"
"Christina Aguilera","IOSYS"
"Drake","Eminem"
"Burna Boy","Winner Boy"
"Bee Gees","植松伸夫"
"Drake","Hop Louie"
"ABBA","Tom Jones"
"Julio Iglesias","Marillion"
"Erasure","Justin Bieber"
"Nightwish","Taylor Swift"
"Percy Sledge","Slimmz"
"KO KO FJ","Shakira"
"Baden Powell","Coldplay"
"Bon Jovi","Shawn Mendes"
"Jennifer Lopez","Juice WRLD"
"Matt Fax","Zaytoven"
"Dave Matthews Band","倖田來未"
"CKay","Dream Theater"
"BTS","Kygo"
"Travis Scott","U2"
"Frank Zappa","Tryt"
"2Pac","Rocío Jurado"
"Asake","Earth, Wind & Fire"
"Billie Jo Spears","The Supremes"
"Enrique Iglesias","lamarcrescendo"
"Don Omar","MC Ceja"
"SD The God","Ze Hop"
"The Temptations","Victony"
"BLACKPINK","John Lee Hooker"
"Goose","The Isley Brothers"
"Scorpions","Taylor Swift"
"Afro B","Pixies"
"Loudah100","Luke Combs"
"Sean Paul","Yandel"
"The Who","Trip Hop"
"Enrique Iglesias","Timaya"
"Imagine Dragons","Tina Turner"
"Hungria Hip-Hop","Marillion"
"Alexis & Fido","Frank Sinatra"
"HOP-VI","Latin Fresh"
"Mauro Picotto","Travis Scott"
"La Sonora Dinamita","Rema"
"Al Green","Prince"
"Anitta","Ye"
"Caetano Veloso","Waka Flocka Flame"
"BoA","Johann Sebastian Bach"
"Britney Spears","Specialist"
"Jowell & Randy","Ray Charles"
"Gucci Mane","Uriah Heep"
"Magic Juan","Post Malone"
"Alex Zurdo","Kate Bush"
"Above & Beyond","Lorentz Hop"
"IAM","Mullar Audible TLP"
"Enrique Iglesias","Fats Domino"
"Janet Jackson","Lil Durk"
"Nina Simone","YoungBoy Never Broke Again"
"Frank Sinatra","川井憲次"
"LUCKI","Niniola"
"Janet Jackson","The Temptations"
"House of Prayers","Led Zeppelin"
"Américo Gomes","Reekado Banks"
"Carpenters","Stray Kids"
"Bobby Bare","Martin Solveig"
"Vicente Fernández","twenty one pilots"
"Janet Jackson","Luigi Boccherini"
"Elvis Presley","Maluma"
"Foo Fighters","RKM & Ken‐Y"
"Alicia Keys","Zion & Lennox"
"Kylie Minogue","Whigfield"
"Def Leppard","Sheylex Marvin"
"Bunbury","Chris Brown"
"9ice","Garry Mapanzure"
"El Alfa","New Order"
"J Balvin","Tito “El Bambino”"
"G‐Eazy","Lil Uzi Vert"
"Billie Holiday","Christina Aguilera"
"Arca","Tito “El Bambino”"
"Hip Hop Kclan","Waka Flocka Flame"
"Diplo","KiDi"
"Jazz Hop","S3RL"
"Arcángel","Hop Out"
"Oasis","Queen"
"Gucci Mane","Kool & the Gang"
"Guided by Voices","The E Street Band"
"Maluma","Wasteland Hop"
"Rocío Dúrcal","Stevie Wonder"
"CKay","Van Morrison"
"U2","倖田來未"
"Don Omar","Yemi Alade"
"Loudah100","Percy Sledge"
"Metro Boomin","Slayer"
"Depeche Mode","HOP BOX"
"Nina Simone","Pedro Infante"
"Billie Jo Spears","SHINee"
"Hank Snow","Hank Williams"
"Mory Kanté","Tennessee Ernie Ford"
"Américo Gomes","Armin van Buuren"
"NewJeans","Nightwish"
"Ariana Grande","Niniola"
"Heinäsirkka Hop","Pedro Infante"
"Jazz Hop","Sonny Rollins"
"Beastie Boys","Bruce Springsteen"
"RXKNephew","Trip Hop"
"Marilyn Manson","Nanky"
"Asake","Wisin & Yandel"
"Enrique Iglesias","Oasis"
"Tryt","Weyinmi"
"The Beatles","Ángel & Khriz"
"The Beatles","植松伸夫"
"H.E.R.","John Dahlbäck"
"Kanye West","The Smiths"
"Lana Del Rey","The Drifters"
"Maciré Sylla","Megan Thee Stallion"
"Banky W","Tina Turner"
"QWECi","Zaytoven"
"Caetano Veloso","Earth, Wind & Fire"
"Daddy Yankee","Lil Durk"
"Dave Matthews Band","Yes"
"Arca","Goose"
"I-Hop","SpaceGhostPurrp"
"Brint★Hop","Rammstein"
"Guns N’ Roses","Lola Beltrán"
"J Balvin","The Who"
"Frank Sinatra","Imagine Dragons"
"Celia Cruz","Tiësto"
"Junior Reid","Stray Kids"
"Jessie J","Maphya"
"Billie Eilish","J Balvin"
"Ladysmith Black Mambazo","P!nk"
"Cappella","Truck Stop"
"Juan Gabriel","Judas Priest"
"Billie Holiday","Elton John"
"Fats Domino","Red Hot Chili Peppers"
"Black Sabbath","Naeto C"
"Billie Eilish","Bon Jovi"
"Jowell & Randy","植松伸夫"
"BAD HOP","Enrique Iglesias"
"D Bizzc","John Dahlbäck"
"Jovanotti","Kool & the Gang"
"SD The God","Tina Turner"
"Hank Snow","Vico C"
"Caetano Veloso","Carrie Underwood"
"Ella Fitzgerald","Tekno Miles"
"Perry Como","YoungBoy Never Broke Again"
"Peggy Lee","Tekno Miles"
"Ale Hop","Thalía"
"KO KO FJ","SHINee"
"Above & Beyond","Hank Williams"
"Afro B","Tennessee Ernie Ford"
"Cappella","Sash!"
"ARTY","The Rolling Stones"
"Don Omar","Guns N’ Roses"
"Little Richard","Yandel"
"ABBA","Bad Bunny"
"Jean‐Michel Jarre","Los Tigres del Norte"
"Guns N’ Roses","J. Cole"
"Johnny Mathis","Rubén Blades"
"B.B. King","Fireboy DML"
"Lil B","Lil Durk"
"Brint★Hop","倖田來未"
"Dua Lipa","Jiminy Hop"
"Aretha Franklin","Trip Hop"
"Magnate & Valentino","Wisin & Yandel"
"2Baba","Megadeth"
"Katy Perry","Truck Stop"
"Fryderyk Chopin","Marvin Gaye"
"Luke Combs","Pink Floyd"
"Iron Maiden","Merzbow"
"Slayer","Trébol Clan"
"J Álvarez","Linkin Park"
"Tego Calderón","Vivi Ndaya"
"Coldplay","Trébol Clan"
"Fireboy DML","Luke Combs"
"Bob Wills and His Texas Playboys","JAY‐Z"
"Coach Hop","Trip Hop"
"CHXPO","Yaga & Mackie"
"Pedro Infante","Ray Charles"
"KO KO FJ","Tekno Miles"
"Farruko","Shakira"
"9ice","Nirvana"
"Luigi Boccherini","Phish"
"AC/DC","Petey Hop"
"Roy Orbison","The Rolling Stones"
"Duran Duran","Lola Beltrán"
"Fryderyk Chopin","Sidney Bechet"
"Alex Zurdo","The Temptations"
"Bobby Bare","Hop Out"
"Yemi Alade","鷺巣詩郎"
"Jovanotti","Whigfield"
"Depeche Mode","Tom Jones"
"Garry Mapanzure","Shakira"
"L king","Morrissey"
"Karlheinz Stockhausen","Lil B"
"José Alfredo Jiménez","Slayer"
"Becca","The Supremes"
"Reekado Banks","Yemi Alade"
"Hank Snow","Sheylex Marvin"
"The Smashing Pumpkins","The Supremes"
"MC Ceja","The E Street Band"
"Cardi B","J Balvin"
"Coach Hop","Funky DL"
"Banky W","Tempo"
"Diplo","Waka Flocka Flame"
"Dean Martin","Waka Flocka Flame"
"Fats Domino","José Feliciano"
"IOSYS","Mylène Farmer"
"Eddy Kenzo","SHINee"
"Hungria Hip-Hop","Teni"
"Moon Hop","U2"
"Aretha Franklin","Dusty Springfield"
"Bee Gees","Earth, Wind & Fire"
"Don Omar","NewJeans"
"Asake","Juan Gabriel"
"Lil B","Miguel Bosé"
"MK","Wizkid"
"Baden Powell","The Kinks"
"SpaceGhostPurrp","川井憲次"
"Charley Pride","Mauro Picotto"
"Armin van Buuren","Tryt"
"Dr kells","Various Artists"
"Alexis & Fido","Wilco"
"Anitta","Yes"
"Don Omar","Maleek Berry"
"Al Green","deadmau5"
"Al Green","Radiohead"
"Dream Theater","Earth, Wind & Fire"
"Drake","Hop-Frog"
"Lapsanova","Robb Bank$"
"Kanika","King Promise"
"Bob Wills and His Texas Playboys","Mylène Farmer"
"Farruko","Tori Amos"
"Tito “El Bambino”","Wasteland Hop"
"Judas Priest","SZA"
"Lil B","Mory Kanté"
"Kollegah","Rage Against the Machine"
"Carrie Underwood","Master KG"
"Peggy Lee","RKM & Ken‐Y"
"Alex Zurdo","Z‐Ro"
"Azekel","Paramore"
"Sheylex Marvin","Stevie Wonder"
"Lass","Sidney Bechet"
"HOP CLUB","Loudah100"
"Lil Uzi Vert","The Beatles"
"IAM","Ludacris"
"Scorpions","Slayer"
"Bee Gees","Grupo Niche"
"Farruko","The Supremes"
"Diana Ross","Mauro Picotto"
"Jax Jones","Mullar Audible TLP"
"Garry Mapanzure","Marshmello"
"Alex Zurdo","Vico C"
"Dusty Springfield","Sidney Bechet"
"Def Leppard","The Chainsmokers"
"Charly Lownoise & Mental Theo","Jovanotti"
"H.E.R.","Hank Snow"
"Danny Boy","Stonebwoy"
"Faith No More","The Drifters"
"Maluma","Van Morrison"
"CHXPO","Carpenters"
"Louis Armstrong","Mory Kanté"
"Ace of Base","Dave Matthews Band"
"Jessie J","Judas Priest"
"Bob Marley & The Wailers","Luke Combs"
"ABBA","Juan Gabriel"
"Sidney Bechet","Tito “El Bambino”"
"Frank Sinatra","SZA"
"Antônio Carlos Jobim","Stray Kids"
"Maluma","Moon Hop"
"Beastie Boys","Prince"
"Afro B","Ángel & Khriz"
"Luke Combs","Ángel & Khriz"
"Luke Combs","植松伸夫"
"David Guetta","N.O.R.E."
"Beastie Boys","SEVENTEEN"
"Merzbow","Sidney Bechet"
"Calvin Harris","Travis Scott"
"Björk","Trip Hop"
"Carpenters","L king"
"TWICE","Tryt"
"Charlie Rich","Drake"
"Coach Hop","J Balvin"
"Red Hot Chili Peppers","Tems"
"2 Unlimited","Peter Gabriel"
"Tiwa Savage","Wilco"
"Hop Out","鷺巣詩郎"
"Nine Inch Nails","Petey Hop"
"Fats Domino","川井憲次"
"Muse","Rush"
"Led Zeppelin","Los Tigres del Norte"
"Bob Marley & The Wailers","Jax Jones"
"Aya Nakamura","Hip Hop Kclan"
"Trébol Clan","Vicente Fernández"
"John Dahlbäck","Julio Iglesias"
"Hop-Frog","Lil B"
"BAD HOP","Jeezy"
"Anitta","Truck Stop"
"9ice","Lost Frequencies"
"Banky W","Hip Hop Kclan"
"ABBA","Bone Thugs‐n‐Harmony"
"Faithless","Nick Phoenix"
"Black Sabbath","Tammy Wynette"
"Eddy Kenzo","Mo Kogun"
"Chet Atkins","Faithless"
"Carpenters","Post Malone"
"Björk","Funky DL"
"N.O.R.E.","Nirvana"
"Lil Kesh","Rema"
"Guns N’ Roses","Tayc"
"HOP CLUB","Latin Fresh"
"Bobby Bare","Megadeth"
"Elis Regina","Migos"
"Ella Fitzgerald","Loudah100"
"Junior Reid","Karlheinz Stockhausen"
"Kanika","Tems"
"Kraftwerk","Rod Wave"
"Nanky","Teni"
"Ivy Queen","Juls"
"Frank Sinatra","Jimi Hendrix"
"BAD HOP","Mory Kanté"
"Beck","Charlie Rich"
"Above & Beyond","Fats Domino"
"Arca","Zaytoven"
"Luigi Boccherini","Whigfield"
"Mauro Picotto","Tito “El Bambino”"
"Roy Orbison","Saxon"
"Avicii","Ángel & Khriz"
"Jowell & Randy","Magnate & Valentino"
"Kygo","Tryt"
"BoA","J. Cole"
"2 Unlimited","Beastie Boys"
"Mariah Carey","Peggy Lee"
"Michael Jackson","Phats & Small"
"Black Sabbath","Lloyd Banks"
"IAM","Ángel & Khriz"
"CHXPO","Hop Along"
"Caetano Veloso","Juan Gabriel"
"Ellie Goulding","Jazz Hop"
"Björk","Lightnin’ Hopkins"
"Fryderyk Chopin","José José"
"BAD HOP","Lady Gaga"
"Red Hot Chili Peppers","The Everly Brothers"
"Jessie J","Zion & Lennox"
"David Guetta","Nat King Cole"
"Banky W","L king"
"Angélique Kidjo","Guided by Voices"
"P!nk","Wande Coal"
"Hungria Hip-Hop","P!nk"
"Jax Jones","SZA"
"Perry Como","Teni"
"Billie Holiday","Ife Alaba"
"KO KO FJ","Shania Twain"
"Crayon","Master KG"
"Diana Ross","Nine Inch Nails"
"Rocío Dúrcal","Swishahouse"
"Future","SHINee"
"Brint★Hop","Truck Stop"
"Avicii","Sean Paul"
"Becca","Calvin Harris"
"Daddy Yankee","Jazz Hop"
"Foo Fighters","Kanye West"
"Kizz Daniel","Mullar Audible TLP"
"Phats & Small","Trébol Clan"
"Al Green","The E Street Band"
